"","text","created","url","latitude","longitude","retweets","hashtag"
"1","OMG!!! Dreams comes true!!! My #Varchie Christmas ! Yess !!! #Riverdale My babes are safe ! @ArchieComics<e2><80><a6> https://t.co/bzJFccst7J",2017-12-14 02:07:01,"https://twitter.com/VarchiePolls/status/941127354969026565",NA,NA,0,"#Riverdale"
"2","@lilireinhart YEAH SO UM I DONG THINK IM OK FROM THAT EPISODE CAN YOU PLEASE SEND HELP #riverdale",2017-12-14 02:06:58,"https://twitter.com/sarahasunflower/status/941127342658932736",NA,NA,0,"#Riverdale"
"3","The person who accidentally got killed was probably the black hoods dad or something, but there is no way that jani<e2><80><a6> https://t.co/HOE4EXsp53",2017-12-14 02:06:58,"https://twitter.com/Brittbods/status/941127340838461440",NA,NA,0,"#Riverdale"
"4","Me when Archie kiss Veronica  #Riverdale https://t.co/ukz8yCbdgd",2017-12-14 02:06:57,"https://twitter.com/Norma55813244/status/941127338737192960",NA,NA,0,"#Riverdale"
"5","Of course we had to have Varchie get back together....... #Riverdale #Barchie https://t.co/enc3ibB0CE",2017-12-14 02:06:54,"https://twitter.com/tammi1512/status/941127327152357376",NA,NA,0,"#Riverdale"
"6","Awww it was short &amp; abrupt but he heard it, Veronica Lodge loves Archie Andrews-sealed!! #Varchie #Riverdale https://t.co/y1xQcmBDdX",2017-12-14 02:06:53,"https://twitter.com/Dancingallthew1/status/941127319946752001",NA,NA,1,"#Riverdale"
"7","@lilireinhart Please. #riverdale",2017-12-14 02:06:52,"https://twitter.com/mbrownpigs4/status/941127319497912320",NA,NA,0,"#Riverdale"
"8","ok so toni is transferring to riverdale high and will meet cheryl,, IT CAN ONLY GO UP FROM HERE. the only reason i<e2><80><a6> https://t.co/B9eYo553tH",2017-12-14 02:06:52,"https://twitter.com/etherealtayIor/status/941127317652459520",NA,NA,0,"#Riverdale"
"9","Okay, but Svenson was clearly a patsy. He wasn't the Black Hood. Think of the reflection techniques; a group of 5<e2><80><a6> https://t.co/WXQK0IER4q",2017-12-14 02:06:52,"https://twitter.com/TheTrevbear/status/941127316943638528",NA,NA,0,"#Riverdale"
"10","Convinced the writers for #Riverdale will not rest until they give me a damn heart attack.",2017-12-14 02:06:52,"https://twitter.com/Lady9Toes/status/941127316708708352",NA,NA,0,"#Riverdale"
"11","Anybody else think it<e2><80><99>s incredibly badass that Veronica drinks scotch? #Riverdale",2017-12-14 02:06:50,"https://twitter.com/ekgoodman/status/941127309054095361",NA,NA,0,"#Riverdale"
"12","Plus! I have to wait til January 17th for more Riverdale?! Fuuuuuuuuuck! #riverdale",2017-12-14 02:06:49,"https://twitter.com/allieee_kattt/status/941127304952078336",NA,NA,0,"#Riverdale"
"13","Um.
That sad moment when I realized that i am missing the #Riverdale episode tonight and am like: https://t.co/HiB7tu0Usk",2017-12-14 02:06:48,"https://twitter.com/HighestttHope/status/941127302586486785",NA,NA,0,"#Riverdale"
"14","I posted this one already but I'm posting it again bc when I saw it in the store I about lost my cool wait scratch<e2><80><a6> https://t.co/kxd5TQysuF",2017-12-14 02:06:47,"https://twitter.com/ilyEthandGray20/status/941127297171689472",NA,NA,0,"#Riverdale"
"15","tbh very anti climatic and didn<e2><80><99>t leave me begging for more :( #riverdale",2017-12-14 02:06:46,"https://twitter.com/PASTELSPAYNE/status/941127292339867650",NA,NA,0,"#Riverdale"
"16","Was catching up on the last episode of Riverdale and forgot it was playing today! I just saw spoiler tweets ahhh #Riverdale",2017-12-14 02:06:43,"https://twitter.com/MrsDiandraC/status/941127280818118657",NA,NA,0,"#Riverdale"
"17","Yea that wasn<e2><80><99>t the black hood reveal... if y<e2><80><99>all think he was the black hood you<e2><80><99>re dumb af #riverdale",2017-12-14 02:06:42,"https://twitter.com/shayna_noelle/status/941127277785636864",NA,NA,0,"#Riverdale"
"18","Ahahah, I<ef><b8><8f> am confusion, Archie is more indecisive than a child trying to pick out a new Pok<c3><a9>mon smh #Riverdale",2017-12-14 02:06:42,"https://twitter.com/KeeganNinten/status/941127275029856256",NA,NA,0,"#Riverdale"
"19","Great episode #Riverdale can't wait for January 17th! <ed><a0><bd><ed><b9><8c>",2017-12-14 02:06:42,"https://twitter.com/ProudWeirdoSB/status/941127274505621505",NA,NA,0,"#Riverdale"
"20","So that Black Hood reveal on #Riverdale feels anticlimactic. Maybe there's more to think about?<e2><80><a6> https://t.co/QCvfAl0xst",2017-12-14 02:06:42,"https://twitter.com/thisisjelli/status/941127274233032704",NA,NA,0,"#Riverdale"
"21","#Riverdale has my shook to my core <ed><a0><bd><ed><b8><82>",2017-12-14 02:06:41,"https://twitter.com/OvO_cam0923/status/941127273280925702",NA,NA,0,"#Riverdale"
"22","My face tonight #Riverdale https://t.co/IA64IHk8IR",2017-12-14 02:06:41,"https://twitter.com/snsmith29/status/941127272114860032",NA,NA,0,"#Riverdale"
